index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,Age,id,dup,cards,family_category
25361,0,0,1,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,0,Unemployed,1.0,25.0,2.0,62.94794520547945,1379,1,20,Nuclear
25362,0,0,1,1,252000.0,State servant,Higher education,Single / not married,House / apartment,2389,0,0,1,Core staff,2.0,19.0,1.0,43.775342465753425,3735,1,5,small
25363,0,0,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,14.0,2.0,63.97534246575343,2718,1,4,small
25364,1,0,0,0,130500.0,Working,Secondary / secondary special,Single / not married,With parents,3504,0,0,0,Laborers,1.0,24.0,2.0,32.52876712328767,4495,1,4,Nuclear
25365,1,0,1,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,1494,1,1,0,Laborers,4.0,13.0,2.0,29.15068493150685,987,1,7,big
25366,0,0,1,0,112500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,0,Unemployed,2.0,35.0,2.0,60.443835616438356,5098,1,6,small
25367,0,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,46.0,1.0,58.416438356164385,8091,1,2,small
25368,0,0,1,0,157500.0,State servant,Higher education,Married,House / apartment,223,1,1,0,Core staff,2.0,27.0,2.0,55.24109589041096,1763,1,7,small
25369,1,0,1,0,202500.0,Commercial associate,Higher education,Married,House / apartment,410,0,0,1,Laborers,2.0,26.0,2.0,31.613698630136987,2164,1,3,small
25370,0,0,1,0,279000.0,State servant,Higher education,Single / not married,House / apartment,617,0,0,1,Managers,1.0,10.0,2.0,30.386301369863013,8607,0,1,Nuclear
25371,1,1,1,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,5776,0,0,0,Laborers,3.0,32.0,0.0,41.443835616438356,7031,1,2,small
25372,1,1,0,1,171000.0,Working,Higher education,Married,With parents,1563,0,0,0,Laborers,3.0,16.0,2.0,42.24657534246575,8308,1,2,small
25373,0,0,0,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,369,1,0,0,Managers,3.0,16.0,0.0,31.194520547945206,8608,0,1,small
25374,0,0,0,0,198000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,9748,0,0,0,Laborers,2.0,35.0,2.0,51.54246575342466,3235,1,10,small
25375,1,1,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,2166,0,0,0,Drivers,2.0,29.0,0.0,53.14520547945205,5332,1,3,small
25376,0,0,0,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,7310,1,1,0,Core staff,1.0,26.0,2.0,46.295890410958904,215,1,6,Nuclear
25377,1,1,0,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,645,0,0,1,Drivers,2.0,6.0,0.0,48.06027397260274,3296,1,11,small
25378,0,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,135,1,1,0,Laborers,3.0,6.0,0.0,30.106849315068494,819,1,12,small
25379,1,0,0,2,112500.0,Working,Secondary / secondary special,Married,Rented apartment,1215,1,0,0,Laborers,4.0,14.0,2.0,39.391780821917806,4973,1,2,big
25380,0,0,0,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2015,1,1,0,Laborers,2.0,38.0,1.0,48.084931506849315,4303,1,4,small
25381,1,1,0,0,315000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,1434,0,0,0,Sales staff,1.0,43.0,2.0,32.09315068493151,8609,0,1,Nuclear
25382,0,0,1,0,94500.0,Pensioner,Higher education,Single / not married,House / apartment,0,0,0,0,Unemployed,1.0,27.0,1.0,61.59178082191781,1092,1,9,Nuclear
25383,0,0,0,2,47250.0,Working,Secondary / secondary special,Married,With parents,318,1,0,0,Laborers,4.0,0.0,1.0,31.92054794520548,8610,0,1,big
25384,0,0,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1525,0,0,1,Laborers,2.0,53.0,0.0,27.646575342465752,3705,1,2,small
25385,1,1,0,1,315000.0,Commercial associate,Higher education,Married,With parents,716,1,1,0,High skill tech staff,3.0,33.0,2.0,32.02465753424657,2075,1,12,small
25386,1,1,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1613,0,0,0,Laborers,1.0,24.0,2.0,27.265753424657536,1493,1,21,Nuclear
25387,1,1,1,0,252000.0,Commercial associate,Higher education,Married,House / apartment,2682,0,0,0,Drivers,2.0,52.0,0.0,37.797260273972604,282,1,7,small
25388,0,0,0,0,112500.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,0,0,0,0,Unemployed,1.0,49.0,2.0,59.25753424657534,3953,1,6,Nuclear
25389,0,0,1,0,315000.0,Commercial associate,Higher education,Separated,House / apartment,2380,1,1,0,Accountants,1.0,25.0,2.0,48.635616438356166,210,1,8,Nuclear
25390,1,1,1,2,225000.0,Working,Secondary / secondary special,Separated,House / apartment,1689,0,0,0,Drivers,4.0,43.0,2.0,48.64109589041096,5063,1,3,big
25391,0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,645,0,0,0,Core staff,2.0,40.0,0.0,34.0986301369863,3654,1,4,small
25392,0,0,1,0,247500.0,Working,Secondary / secondary special,Widow,House / apartment,4813,0,0,0,Laborers,1.0,14.0,2.0,49.42465753424658,785,1,6,Nuclear
25393,1,1,1,1,135000.0,Commercial associate,Higher education,Married,House / apartment,444,1,1,0,Managers,3.0,7.0,2.0,49.945205479452056,2913,1,5,small
25394,0,0,1,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,2087,1,1,0,Accountants,2.0,8.0,0.0,30.482191780821918,1256,1,18,small
25395,0,0,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,137,0,0,0,Laborers,2.0,3.0,1.0,28.964383561643835,4955,1,10,small
25396,0,0,0,0,94500.0,Pensioner,Higher education,Married,House / apartment,0,0,1,0,Unemployed,2.0,42.0,2.0,58.556164383561644,2749,1,6,small
25397,0,1,1,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,4814,1,1,0,Managers,1.0,50.0,2.0,56.961643835616435,181,1,8,Nuclear
25398,0,0,1,0,157500.0,Working,Higher education,Married,House / apartment,1812,0,1,0,Core staff,2.0,43.0,2.0,33.66849315068493,5010,1,5,small
25399,0,0,1,0,247500.0,Commercial associate,Higher education,Separated,Rented apartment,1347,0,0,0,Core staff,1.0,48.0,1.0,46.61917808219178,7494,1,2,Nuclear
25400,1,0,1,0,202500.0,Commercial associate,Higher education,Separated,House / apartment,626,0,1,0,Laborers,1.0,5.0,2.0,43.364383561643834,6817,1,3,Nuclear
25401,0,0,1,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,55.0,2.0,58.71780821917808,8611,0,1,small
25402,0,1,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,6761,1,1,0,Cleaning staff,2.0,53.0,2.0,52.082191780821915,1532,1,8,small
25403,0,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,751,1,1,0,Core staff,2.0,54.0,1.0,51.986301369863014,4634,1,4,small
25404,0,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1890,0,0,0,Laborers,1.0,19.0,1.0,53.364383561643834,8489,1,3,Nuclear
25405,0,0,0,0,175500.0,Working,Secondary / secondary special,Married,House / apartment,10993,1,0,0,Laborers,2.0,20.0,2.0,51.69315068493151,155,1,7,small
25406,1,1,1,1,247500.0,Working,Higher education,Married,House / apartment,232,0,0,0,Sales staff,3.0,10.0,0.0,25.82191780821918,1249,1,8,small
25407,0,0,1,1,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1009,1,0,0,Core staff,3.0,12.0,0.0,33.153424657534245,6401,1,3,small
25408,0,0,1,2,112500.0,Working,Secondary / secondary special,Separated,House / apartment,2837,0,0,0,Laborers,4.0,48.0,2.0,34.5013698630137,8612,0,1,big
25409,0,0,0,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,2720,0,0,0,Sales staff,4.0,29.0,2.0,36.83835616438356,2134,1,16,big
25410,1,1,1,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,23.0,1.0,38.38356164383562,6220,1,3,small
25411,0,0,0,0,81000.0,Pensioner,Higher education,Single / not married,House / apartment,0,0,1,0,Unemployed,1.0,45.0,2.0,63.81095890410959,962,1,6,Nuclear
25412,1,1,1,0,99000.0,Working,Secondary / secondary special,Married,Rented apartment,1531,0,0,0,Managers,2.0,14.0,2.0,27.2,2996,1,5,small
25413,0,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,2393,0,0,0,Core staff,2.0,42.0,2.0,45.78630136986301,3093,1,6,small
25414,0,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Separated,With parents,259,0,0,0,Laborers,1.0,20.0,2.0,53.487671232876714,604,1,5,Nuclear
25415,0,0,1,2,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,2207,0,0,1,Laborers,4.0,3.0,1.0,33.14794520547945,6480,1,6,big
25416,0,0,1,1,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,3.0,33.0,1.0,51.4986301369863,2713,1,8,small
25417,0,0,1,0,157500.0,Working,Higher education,Single / not married,House / apartment,519,0,0,0,High skill tech staff,1.0,4.0,1.0,31.53698630136986,3512,1,5,Nuclear
25418,0,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,5762,0,0,0,Managers,3.0,35.0,0.0,34.24657534246575,4483,1,7,small
25419,0,0,1,0,270000.0,State servant,Higher education,Single / not married,House / apartment,340,0,0,0,High skill tech staff,1.0,26.0,2.0,46.463013698630135,8613,0,1,Nuclear
25420,0,0,0,0,67500.0,State servant,Secondary / secondary special,Married,Co-op apartment,7471,0,0,0,High skill tech staff,2.0,43.0,2.0,49.92054794520548,1208,1,3,small
25421,0,1,1,0,225000.0,Working,Higher education,Married,House / apartment,3717,0,0,0,Core staff,2.0,2.0,1.0,33.75890410958904,201,1,20,small
25422,0,0,1,0,112500.0,Commercial associate,Higher education,Married,Municipal apartment,2985,1,0,1,Sales staff,2.0,8.0,2.0,40.0958904109589,8614,0,1,small
25423,0,0,1,0,292500.0,Working,Higher education,Married,House / apartment,4816,0,0,0,Core staff,2.0,26.0,2.0,57.83835616438356,5818,1,6,small
25424,1,0,1,1,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1162,1,0,0,Sales staff,3.0,19.0,2.0,39.42739726027397,8615,0,1,small
25425,0,0,1,0,40500.0,Working,Secondary / secondary special,Married,House / apartment,4936,1,0,0,Cleaning staff,2.0,29.0,1.0,34.87397260273973,66,1,6,small
25426,0,1,1,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,3021,0,1,1,Laborers,1.0,6.0,0.0,49.81917808219178,2988,1,9,Nuclear
25427,1,1,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,46.0,1.0,54.75890410958904,278,1,5,small
25428,1,1,1,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,23.0,1.0,62.961643835616435,8010,1,3,small
25429,1,1,1,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,0,Unemployed,1.0,26.0,2.0,61.441095890410956,6020,1,3,Nuclear
25430,1,0,1,0,99000.0,Working,Higher education,Married,Co-op apartment,558,0,0,0,Managers,2.0,12.0,1.0,27.487671232876714,1581,1,4,small
25431,0,0,1,0,135000.0,Working,Higher education,Married,House / apartment,1628,0,0,0,Laborers,2.0,6.0,0.0,36.43561643835616,33,1,10,small
25432,1,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1043,0,0,0,Laborers,2.0,29.0,2.0,55.19178082191781,2235,1,9,small
25433,1,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1296,0,0,0,Laborers,2.0,1.0,0.0,50.484931506849314,2029,1,7,small
25434,0,0,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,857,1,1,0,Laborers,2.0,25.0,2.0,55.09315068493151,3751,1,2,small
25435,0,0,1,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,9.0,0.0,59.85479452054795,5904,1,3,small
25436,1,1,1,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,2381,0,1,0,Drivers,2.0,58.0,0.0,57.18904109589041,1504,1,4,small
25437,1,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2014,0,1,0,Cooking staff,2.0,2.0,1.0,48.9041095890411,1567,1,5,small
25438,0,1,1,0,225000.0,Working,Higher education,Married,House / apartment,3717,0,0,0,Core staff,2.0,12.0,1.0,33.75890410958904,201,1,20,small
25439,1,0,1,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,218,0,0,0,Laborers,1.0,17.0,2.0,49.21917808219178,5176,1,4,Nuclear
25440,1,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,3608,0,0,0,Security staff,4.0,52.0,2.0,34.21369863013699,4007,1,5,big
25441,0,0,1,0,67500.0,Pensioner,Lower secondary,Single / not married,House / apartment,0,0,0,0,Unemployed,1.0,22.0,2.0,60.67123287671233,2151,1,8,Nuclear
25442,0,0,1,0,130500.0,Pensioner,Higher education,Civil marriage,House / apartment,0,0,0,0,Unemployed,2.0,38.0,1.0,58.797260273972604,5848,1,6,small
25443,1,1,0,1,202500.0,Working,Incomplete higher,Married,House / apartment,231,1,0,0,Drivers,3.0,39.0,2.0,32.178082191780824,4601,1,7,small
25444,0,0,1,0,180000.0,Working,Higher education,Married,House / apartment,1845,1,1,0,Core staff,2.0,9.0,2.0,41.64657534246575,1616,1,4,small
25445,0,0,0,0,134419.5,Commercial associate,Higher education,Single / not married,House / apartment,393,1,0,0,Laborers,1.0,51.0,2.0,28.326027397260273,2051,1,6,Nuclear
25446,0,0,0,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,9866,0,0,0,Laborers,1.0,34.0,2.0,51.40821917808219,1648,1,5,Nuclear
25447,1,0,1,1,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,4609,0,0,0,Laborers,2.0,12.0,2.0,51.9972602739726,6874,1,2,small
25448,0,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,235,1,1,1,Core staff,1.0,8.0,2.0,36.35616438356164,88,1,5,Nuclear
25449,0,0,1,1,198000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,3.0,2.0,1.0,50.657534246575345,8616,0,1,small
25450,1,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2967,0,0,0,Laborers,2.0,51.0,2.0,58.9041095890411,8617,0,1,small
25451,0,0,1,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,0,0,0,0,Unemployed,1.0,10.0,1.0,66.56164383561644,882,1,11,Nuclear
25452,0,0,1,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,10079,0,1,0,Core staff,1.0,36.0,1.0,48.775342465753425,1645,1,6,Nuclear
25453,0,0,1,0,110250.0,State servant,Secondary / secondary special,Married,House / apartment,2403,0,0,1,Core staff,2.0,16.0,1.0,48.71780821917808,3516,1,8,small
25454,0,0,1,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,57.0,2.0,61.706849315068496,489,1,5,small
25455,0,0,1,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2418,0,0,0,Sales staff,4.0,31.0,1.0,37.12876712328767,4397,1,5,big
25456,0,0,0,0,112500.0,Commercial associate,Higher education,Married,With parents,1539,0,0,0,Accountants,2.0,35.0,1.0,54.03013698630137,2677,1,5,small
25457,1,1,0,1,315000.0,State servant,Higher education,Married,Municipal apartment,926,0,0,0,Core staff,3.0,22.0,2.0,24.91780821917808,4581,1,6,small
25458,0,0,0,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,900,0,0,0,Sales staff,1.0,13.0,1.0,21.252054794520546,5315,1,3,Nuclear
25459,0,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,4096,0,0,0,Laborers,2.0,32.0,2.0,49.87945205479452,8618,0,1,small
25460,1,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,7804,1,0,0,Laborers,2.0,5.0,1.0,52.52328767123288,2470,1,4,small
25461,0,0,0,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,2376,0,0,0,Core staff,3.0,18.0,2.0,41.83287671232877,8619,0,1,small
25462,1,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,2286,0,0,0,Drivers,2.0,51.0,2.0,54.21369863013699,8145,1,2,small
25463,1,1,0,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1546,0,0,0,Drivers,2.0,30.0,2.0,55.706849315068496,8620,0,1,small
25464,0,1,1,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1422,0,0,0,Sales staff,2.0,19.0,1.0,40.18356164383562,1251,1,13,small
25465,0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,3183,0,1,0,Laborers,2.0,7.0,2.0,42.726027397260275,3391,1,7,small
25466,1,1,1,2,315000.0,Working,Higher education,Married,House / apartment,1463,0,1,0,Laborers,4.0,17.0,2.0,34.06575342465754,8299,1,2,big
25467,0,1,1,0,360000.0,Pensioner,Higher education,Married,House / apartment,0,0,1,0,Unemployed,2.0,29.0,2.0,58.271232876712325,3956,1,6,small
25468,0,1,0,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,8443,1,1,0,Laborers,2.0,15.0,2.0,47.58904109589041,4932,1,4,small
25469,0,0,0,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,8794,1,1,0,Drivers,2.0,39.0,2.0,50.156164383561645,2156,1,7,small
25470,0,1,0,2,81000.0,Working,Higher education,Married,House / apartment,3017,1,0,0,Sales staff,4.0,47.0,1.0,33.85753424657534,6266,1,6,big
25471,0,0,1,0,67500.0,Working,Secondary / secondary special,Widow,House / apartment,5030,1,1,0,Laborers,1.0,30.0,2.0,56.11506849315069,2819,1,4,Nuclear
25472,1,1,0,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,6558,1,1,0,Core staff,4.0,52.0,2.0,38.46027397260274,842,1,4,big
25473,1,1,1,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1713,0,0,0,Drivers,3.0,28.0,1.0,36.81369863013698,1961,1,3,small
25474,1,0,0,0,279000.0,State servant,Higher education,Single / not married,House / apartment,3174,0,0,0,Core staff,1.0,48.0,2.0,30.252054794520546,2581,1,5,Nuclear
25475,1,1,0,1,270000.0,Working,Higher education,Married,Rented apartment,203,0,1,0,Laborers,3.0,16.0,2.0,29.635616438356163,7208,1,4,small
25476,0,0,1,0,157500.0,State servant,Higher education,Married,House / apartment,223,1,1,0,Core staff,2.0,8.0,2.0,55.24109589041096,1763,1,7,small
25477,1,1,0,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,248,1,0,0,Laborers,2.0,15.0,2.0,55.11232876712329,8180,1,5,small
25478,0,0,1,0,225000.0,Commercial associate,Higher education,Married,House / apartment,246,0,0,0,Laborers,2.0,8.0,2.0,26.986301369863014,3921,1,4,small
25479,0,0,1,0,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,8405,0,1,0,Accountants,1.0,25.0,2.0,54.46849315068493,2986,1,6,Nuclear
25480,0,0,0,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,1155,1,0,1,Medicine staff,2.0,22.0,0.0,57.4027397260274,3001,1,11,small
25481,1,1,1,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,38.0,2.0,62.276712328767125,1559,1,4,small
25482,0,0,1,1,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,4541,0,0,0,High skill tech staff,3.0,1.0,1.0,43.175342465753424,8621,0,1,small
25483,0,0,0,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,1661,1,1,0,Laborers,2.0,32.0,2.0,47.25753424657534,2421,1,9,small
25484,0,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,229,0,1,0,Laborers,1.0,25.0,1.0,60.843835616438355,4392,1,3,Nuclear
25485,1,1,1,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,9.0,2.0,62.16986301369863,4567,1,2,small
25486,0,0,1,0,67500.0,Pensioner,Incomplete higher,Separated,House / apartment,0,0,1,0,Unemployed,1.0,5.0,2.0,58.824657534246576,8622,0,1,Nuclear
25487,0,0,0,0,135000.0,Commercial associate,Higher education,Married,House / apartment,4031,1,1,1,Core staff,2.0,19.0,2.0,33.57808219178082,3567,1,6,small
25488,1,1,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,2129,0,0,0,Accountants,1.0,25.0,2.0,25.512328767123286,4260,1,4,Nuclear
25489,0,0,0,0,97650.0,Pensioner,Higher education,Separated,Municipal apartment,0,0,1,0,Unemployed,1.0,12.0,2.0,60.78356164383562,6804,1,4,Nuclear
25490,1,1,1,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,925,0,0,0,Laborers,4.0,21.0,2.0,35.61095890410959,8623,0,1,big
25491,0,0,1,0,157500.0,Working,Higher education,Civil marriage,With parents,674,0,0,0,Accountants,2.0,5.0,0.0,22.56986301369863,946,1,7,small
25492,0,0,1,0,157500.0,State servant,Higher education,Married,House / apartment,7622,0,0,0,Managers,2.0,43.0,2.0,60.76438356164383,4647,1,8,small
25493,0,1,1,1,225000.0,Commercial associate,Higher education,Married,House / apartment,803,1,1,0,Managers,3.0,48.0,2.0,46.58082191780822,8624,0,1,small
25494,0,1,0,2,315000.0,Working,Higher education,Married,House / apartment,2653,1,1,0,Managers,4.0,2.0,0.0,37.78904109589041,3048,1,5,big
25495,0,0,1,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,0,0,0,0,Unemployed,2.0,9.0,2.0,61.83287671232877,933,1,10,small
25496,0,0,1,0,126000.0,State servant,Secondary / secondary special,Married,House / apartment,2567,0,0,1,Accountants,2.0,0.0,1.0,40.583561643835615,7189,1,2,small
25497,0,1,1,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,3414,0,0,0,Sales staff,3.0,14.0,2.0,39.347945205479455,8625,0,1,small
25498,0,0,1,0,157500.0,State servant,Higher education,Married,House / apartment,615,0,0,0,Core staff,2.0,25.0,2.0,25.515068493150686,4369,1,9,small
25499,0,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,3613,0,0,0,Laborers,2.0,3.0,1.0,62.057534246575344,8036,1,3,small
25500,1,0,1,0,31500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,20.0,0.0,61.81917808219178,394,1,5,small
25501,1,1,1,0,675000.0,State servant,Higher education,Married,House / apartment,2200,0,0,0,High skill tech staff,2.0,40.0,2.0,32.635616438356166,1200,1,4,small
25502,0,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,3017,0,0,0,Core staff,2.0,6.0,2.0,33.24109589041096,8626,0,1,small
25503,0,0,0,1,135000.0,State servant,Secondary / secondary special,Separated,House / apartment,5148,0,0,0,Medicine staff,2.0,31.0,0.0,44.24657534246575,4511,1,7,small
25504,0,0,1,2,81000.0,Commercial associate,Higher education,Married,House / apartment,1539,0,0,0,Managers,4.0,42.0,2.0,33.983561643835614,8627,0,1,big
25505,0,0,1,2,180000.0,Working,Higher education,Married,House / apartment,6949,1,1,0,High skill tech staff,4.0,58.0,1.0,38.13972602739726,5247,1,2,big
25506,0,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,415,0,0,0,Laborers,2.0,15.0,1.0,37.99452054794521,1330,1,7,small
25507,0,1,0,0,168750.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,13.0,1.0,57.608219178082194,8445,1,2,small
25508,0,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,5336,0,0,0,Laborers,2.0,58.0,1.0,50.58904109589041,1432,1,6,small
25509,1,0,1,1,189000.0,Working,Secondary / secondary special,Married,House / apartment,611,0,0,0,High skill tech staff,3.0,30.0,2.0,46.15890410958904,8628,0,1,small
25510,0,0,1,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,0,Unemployed,1.0,14.0,2.0,62.47123287671233,8629,0,1,Nuclear
25511,0,1,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1812,0,0,1,Medicine staff,2.0,17.0,2.0,35.92876712328767,4282,1,8,small
25512,0,0,1,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,2712,1,1,0,Laborers,1.0,25.0,2.0,44.5972602739726,3451,1,9,Nuclear
25513,1,1,1,0,225000.0,Working,Higher education,Single / not married,House / apartment,2147,0,0,0,Laborers,1.0,2.0,0.0,36.75342465753425,8630,0,1,Nuclear
25514,0,0,0,0,162000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,6578,0,0,0,Core staff,2.0,9.0,2.0,54.81643835616438,8631,0,1,small
25515,0,0,0,1,135000.0,Working,Higher education,Separated,House / apartment,2043,0,1,0,Core staff,2.0,51.0,2.0,35.912328767123284,4047,1,5,small
25516,0,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,6791,0,0,0,Managers,2.0,46.0,2.0,50.56438356164384,1923,1,4,small
25517,1,1,0,1,135000.0,Working,Higher education,Married,House / apartment,3353,1,0,0,Laborers,3.0,29.0,2.0,48.88493150684931,27,1,5,small
25518,1,1,1,0,238500.0,Working,Higher education,Married,With parents,2602,0,0,0,Laborers,2.0,58.0,1.0,33.38904109589041,991,1,10,small
25519,0,1,0,0,328500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2000,0,0,0,Realty agents,2.0,15.0,0.0,34.76986301369863,6832,1,8,small
25520,0,0,1,0,81000.0,Pensioner,Lower secondary,Married,House / apartment,0,0,0,0,Unemployed,2.0,13.0,1.0,59.728767123287675,8442,1,2,small
25521,0,0,1,1,216000.0,Working,Higher education,Single / not married,House / apartment,1782,0,1,0,Core staff,2.0,19.0,2.0,28.8,2892,1,12,small
25522,0,0,0,0,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,126,0,0,0,Cooking staff,1.0,30.0,0.0,54.55068493150685,5072,1,2,Nuclear
25523,1,0,0,1,216000.0,Working,Secondary / secondary special,Married,Municipal apartment,2418,0,0,1,Laborers,3.0,48.0,2.0,35.46849315068493,1538,1,7,small
25524,0,0,1,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1346,0,0,0,Realty agents,4.0,2.0,1.0,33.38904109589041,8632,0,1,big
25525,0,0,1,0,112500.0,State servant,Higher education,Married,House / apartment,3747,0,0,1,Core staff,2.0,15.0,2.0,37.90684931506849,8633,0,1,small
25526,1,1,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,451,1,0,1,Drivers,3.0,29.0,2.0,34.441095890410956,87,1,8,small
25527,1,1,0,1,450000.0,Working,Secondary / secondary special,Married,House / apartment,2072,0,0,0,Laborers,3.0,10.0,2.0,46.33424657534247,8634,0,1,small
25528,0,0,1,0,121500.0,Commercial associate,Higher education,Civil marriage,House / apartment,277,0,0,0,Accountants,2.0,38.0,2.0,30.567123287671233,1588,1,4,small
